layer,strip,end,multiplier,mpv,eta,sigma,A
17,0,1,10,555.3089622182573,43.25572331139539,90.91365782990403,278.46890681072676
17,1,1,10,553.9460824229851,45.57632747995392,83.7831545131419,601.8330968564303
17,2,1,10,547.2624832832342,48.88361476631381,130.5574367366788,712.2795343031879
17,3,1,8,560.7806352903732,46.717529339368134,85.08571342646792,1784.3039724097582
17,4,1,10,630.4728472514798,51.74931872078501,98.03806475693686,3134.513526591629
17,5,1,10,561.8083046919842,57.174926550113916,111.63414603826067,3801.708779761401
17,6,1,10,625.8255564586854,52.850898292786944,85.54005343537567,2877.3999060317587
17,7,1,10,563.1811047409137,44.9561079522877,123.52872652174787,1328.9182410899223
17,8,1,8,647.0975591211699,59.782080791419965,91.36312565398262,592.3799734873464
17,9,1,8,652.7305328337159,65.97576986156251,84.49999336047718,378.46398468494493
17,10,1,10,594.2249493669536,47.833127120525326,80.95068044217017,284.16634350449965
17,11,1,12,632.3717143967475,64.17208387677226,12.468554527369692,175.34410941425625
18,0,1,10,640.9193099897885,53.90542970454187,112.92101707777974,187.75215419361385
18,1,1,10,609.3122776620182,53.19642738588721,124.01006711060603,450.8443529742733
18,2,1,10,604.6215913460769,53.908161202812046,82.25667536812574,853.5051134782186
18,3,1,10,575.3091214527155,48.88929859734366,92.70034205234006,1357.3446374671098
18,4,1,2,560.7751579761699,49.412443903119744,133.11627783570995,2645.5352593599487
18,5,1,11,575.307008829042,67.55897177349341,11.958326528076235,3655.931181041098
18,6,1,12,539.0030415146061,43.986050710425665,114.1930975824514,2814.6099189469232
18,7,1,10,644.5341645800086,50.81448404043686,97.87698210366021,1634.4993670087322
18,8,1,10,504.3165755019625,38.98085219612044,91.09512283565735,812.2150512033659
18,9,1,10,491.7062654740323,34.128671624638834,97.43147231080518,516.2006678025059
18,10,1,10,506.4275387184769,49.46364378477121,52.53418801892876,420.31407901540973
18,11,1,10,548.9183456712675,45.841911924977914,90.34620838114375,201.05942436078865
19,0,1,10,514.8454100117215,40.548002931043314,104.79898242509276,262.2923015336065
19,1,1,10,557.9532376728383,46.856273286667964,76.60074504644358,611.3931651261105
19,2,1,10,586.8817583716522,53.606877333100954,69.19471088282306,905.8122086151392
19,3,1,10,500.99051031843914,39.677890371058545,103.09963743333255,1697.9481133210932
19,4,1,10,558.834445514641,53.463867282126046,58.73061334337818,3819.117037152742
19,5,1,10,608.5028543059664,86.21393428601331,35.84702896891745,3268.9829855220273
19,6,1,10,544.8344827177181,63.2001842062641,10.261403341932366,3330.2396148576345
19,7,1,10,584.6903921231692,61.43145866551377,12.582418602710018,1824.1825272834726
19,8,1,10,627.1483370204732,57.6473159614699,84.55830587919543,639.9932045756597
19,9,1,10,616.0446887149208,59.8081580355244,84.01292999142099,396.80697608198943
19,10,1,10,574.4478757808569,51.60468032825569,71.66148129581289,293.8474163939214
19,11,1,10,661.9622815021668,68.61045434152861,97.93923745947998,141.27671931273719
