layer,strip,end,pedestal,mean,std_dev,pedestal_per_time_sample,pedestal_per_time_sample_mean,pedestal_per_time_sample_std_dev
17,2,0,760,2.698030501724222,10.027865832927084,95,95.18433595342772,1.1288890239419236
17,2,1,760,-8.538983668265436,10.209721548440562,95,93.9593806713387,1.3442497595578073
17,3,0,728,-3.6229461919945596,12.268375118970694,91,90.53339715695283,1.6744191944906057
17,3,1,760,-4.4383681168160445,10.517389083937255,95,94.50067931801462,1.058749964444082
17,4,0,808,2.6563178271836687,12.086454086552612,101,101.2774669174167,2.1135570262515495
17,4,1,808,-2.110357619389745,12.085823246767806,101,100.8331530557058,1.7064805754568424
17,5,0,760,5.939257922460532,15.001093717378158,95,95.25491516665802,1.2689541463054748
17,5,1,824,1.3651737695332036,14.169205055421473,103,103.08737002269173,1.414563675227854
17,6,0,760,17.61577652117408,14.898798528369905,95,95.922749491883,1.4472980639680768
17,6,1,824,-4.5094193637525475,14.559839709976602,103,102.3716562192858,2.168175679000962
17,7,0,728,7.487329057696147,12.329129663903341,91,91.66103912414536,1.4907195798422168
17,7,1,808,-5.410896120821356,13.141840566940628,101,100.51594462232364,1.7052259342835971
17,8,0,760,-7.439731716631659,9.571916346879737,95,94.3433695206061,1.0651685410029936
17,8,1,792,6.340006922232301,11.379654714601186,99,99.82266201183774,1.324596380323613
17,9,0,824,2.534366032866478,8.886286265851288,103,103.33019091695154,1.6828454402140212
17,9,1,840,3.060657302443968,10.019893875361104,105,105.22113017914695,1.474245590528075
17,10,0,760,-5.602161915674766,9.518117167148633,95,94.51321328295579,1.1225439225247575
17,10,1,856,3.9892251207277574,10.814823853728818,107,107.40460939129744,1.5112742547281275
17,11,0,824,-7.052282336246954,10.263302603074923,103,102.51633534799666,1.4112686578989653
17,11,1,728,-0.5143913971490552,10.703334118688222,91,91.01440908219665,1.8850084905243047
18,0,0,808,-1.733900066560015,10.230228129346004,101,100.86506603041786,1.5043904590054187
18,0,1,792,6.286069695323861,11.673102184524325,99,99.8244660746802,1.3667614386321405
18,1,0,808,5.628638956028909,10.36803316527903,101,101.50269888082651,1.4040482564309023
18,1,1,792,-0.7992140985949036,11.875697970553674,99,99.36111834270363,1.3300122346181418
18,2,0,760,5.116471302763437,10.045756667666987,95,95.24597504215498,1.1715013435601427
18,2,1,840,0.928597456546296,10.59349012668961,105,105.03527241526524,1.5023971401377296
18,3,0,712,1.3123875892236059,12.145252331828528,89,88.9989608599253,1.5625871477109192
18,3,1,792,-4.232788322996931,12.98178881091411,99,99.10812945478669,1.2783217374397606
18,4,0,760,-4.796803717661727,13.507272091357217,95,94.51147927045825,1.0887208446463392
18,4,1,728,-8.518076639854991,28.929892522992258,91,90.98838158066775,1.6471903227413338
18,5,0,808,5.454731514903434,15.005218433720323,101,101.36457767102796,1.481145264472634
18,5,1,760,0.7179856970814315,14.532599930393955,95,94.90357630096662,1.139757597180155
18,6,0,760,-10.108518921193841,13.648817759756716,95,94.16907329713588,1.0338601655202495
18,6,1,856,-3.355847395862533,13.57227573359377,107,106.70447495282977,1.3312387009919175
18,7,0,760,13.168175963026016,12.20512178691817,95,95.74455131735802,1.3588109943303759
18,7,1,792,4.009863120085429,13.109685890461117,99,99.66891609872316,1.3645612497499853
18,8,0,744,2.811089646845759,11.238106078970329,93,93.30796512038356,1.682428302842417
18,8,1,728,4.776926513559854,10.660334827868253,91,91.47058419332882,1.4133933689526363
18,9,0,760,19.560315905109707,11.005517128665232,95,96.41170934130531,1.3981257629302948
18,9,1,728,0.05702460199167463,9.042829477783172,91,91.0252262332227,1.3883922348774884
18,10,0,808,4.887918391867458,8.675502491688265,101,101.48687752617558,1.3150408215755927
18,10,1,824,3.7676704615728935,8.869340002046986,103,103.40343340316272,1.3734860170614063
18,11,0,840,3.9144876613825788,8.987245129432024,105,105.33093304493167,1.3616311219636645
18,11,1,808,7.227955294872917,8.26606117420576,101,101.71130023072979,1.2799555250263839
19,0,0,760,-0.7927850333679024,7.770226096017215,95,94.86624423645048,1.0871452689791743
19,0,1,760,-8.278376367332829,7.7159618796027045,95,94.17242867391161,1.0333943393666827
19,1,0,728,-2.284353295376636,8.339775150187824,91,90.72853019203521,1.4423488465122443
19,1,1,744,-1.5311393521774896,9.079600481728875,93,92.8064663826657,1.4784100895574057
19,2,0,744,3.331183928506557,5.189509667139285,93,93.44911581384694,1.2468221634626648
19,2,1,760,5.11177837224679,10.533574552363673,95,95.35848096566377,1.2299829069488772
19,3,0,760,19.116032339500848,12.936349375323319,95,96.37961424504735,1.3554811502994077
19,3,1,744,-3.5511455060914874,12.245761854579598,93,92.56703447563481,1.4155124349391277
19,4,0,760,16.457060598149276,13.867373238037183,95,96.16513260008156,1.3420372118668544
19,4,1,808,0.6385158651893962,13.84119582491719,101,100.93995801745226,1.4132541975160653
19,5,0,808,4.593652429364628,10.696500465306848,101,101.51619188806852,1.763181774443286
19,5,1,792,-6.558569022144621,13.542916280916396,99,98.11648569581125,1.9581829891528206
19,6,0,792,-6.048643501780145,14.950604292246513,99,98.16021730775333,1.9358555791083392
19,6,1,792,-9.61470908814967,14.991542780029084,99,97.71273901349046,2.0062120401315786
19,7,0,760,-2.55020042707826,11.23911575934804,95,94.67158991233588,1.1463205359749098
19,7,1,744,1.4494058583676248,11.614080474195442,93,93.1474282005782,1.4650135081668478
19,8,0,792,5.361630245981389,9.901412647127827,99,99.61343426755651,1.3161300544916807
19,8,1,808,0.20216873653491524,10.536790647523354,101,101.03283060447848,1.5927525496782724
19,9,0,760,1.881133342760181,8.508675503892585,95,95.11338055750156,1.150940120548708
19,9,1,824,-7.199062100494283,9.375245802661961,103,102.1021129235224,1.7394067323881688
19,10,0,728,-4.817719875801821,9.13848013543521,91,90.59048494983277,1.3089825605169454
19,10,1,824,-1.7878598284401148,9.243012319514694,103,102.86175376234773,1.341917704165973
19,11,0,792,-3.005107323599558,11.286028411148356,99,99.14219737700898,1.3499340779541518
19,11,1,760,5.906942246835443,9.002523133307962,95,95.40575325247711,1.193206902333747
