layer,strip,end,pedestal,mean,std_dev,pedestal_per_time_sample
18,2,1,840,0.928597456546296,10.59349012668961,105
18,3,0,712,1.3123875892236059,12.145252331828528,89
18,3,1,792,-4.232788322996931,12.98178881091411,99
18,4,0,760,-4.796803717661727,13.507272091357217,95
18,4,1,728,-8.518076639854991,28.929892522992258,91
18,5,0,808,5.454731514903434,15.005218433720323,101
18,5,1,760,0.7179856970814315,14.532599930393955,95
18,6,0,760,-10.108518921193841,13.648817759756716,95
18,6,1,856,-3.355847395862533,13.57227573359377,107
18,7,0,760,13.168175963026016,12.20512178691817,95
18,7,1,792,4.009863120085429,13.109685890461117,99
18,8,0,744,2.811089646845759,11.238106078970329,93
18,8,1,728,4.776926513559854,10.660334827868253,91
18,9,0,760,19.560315905109707,11.005517128665232,95
18,9,1,728,0.05702460199167463,9.042829477783172,91
18,10,0,808,4.887918391867458,8.675502491688265,101
18,10,1,824,3.7676704615728935,8.869340002046986,103
18,11,0,840,3.9144876613825788,8.987245129432024,105
18,11,1,808,7.227955294872917,8.26606117420576,101
19,0,0,760,-0.7927850333679024,7.770226096017215,95
19,0,1,760,-8.278376367332829,7.7159618796027045,95
19,1,0,728,-2.284353295376636,8.339775150187824,91
19,1,1,744,-1.5311393521774896,9.079600481728875,93
19,2,0,744,3.331183928506557,5.189509667139285,93
19,2,1,760,5.11177837224679,10.533574552363673,95
19,3,0,760,19.116032339500848,12.936349375323319,95
19,3,1,744,-3.5511455060914874,12.245761854579598,93
19,4,0,760,16.457060598149276,13.867373238037183,95
19,4,1,808,0.6385158651893962,13.84119582491719,101
19,5,0,808,4.593652429364628,10.696500465306848,101
19,5,1,792,-6.558569022144621,13.542916280916396,99
19,6,0,792,-6.048643501780145,14.950604292246513,99
19,6,1,792,-9.61470908814967,14.991542780029084,99
19,7,0,760,-2.55020042707826,11.23911575934804,95
19,7,1,744,1.4494058583676248,11.614080474195442,93
19,8,0,792,5.361630245981389,9.901412647127827,99
19,8,1,808,0.20216873653491524,10.536790647523354,101
19,9,0,760,1.881133342760181,8.508675503892585,95
19,9,1,824,-7.199062100494283,9.375245802661961,103
19,10,0,728,-4.817719875801821,9.13848013543521,91
19,10,1,824,-1.7878598284401148,9.243012319514694,103
19,11,0,792,-3.005107323599558,11.286028411148356,99
19,11,1,760,5.906942246835443,9.002523133307962,95
